date,time,dN[mm],DN[mm],dE[mm],DE[mm],dU[mm],DU[mm]
2025/03/24,12:00:00,570.83,2.07,-1175.45,1.72,802.77,8.33
2025/03/25,12:00:00,574.80,2.14,-1175.50,1.81,805.15,8.49
2025/03/26,12:00:00,573.63,2.37,-1178.66,1.77,804.49,8.89
2025/03/27,12:00:00,571.12,1.91,-1176.56,1.60,806.60,7.66
2025/03/28,12:00:00,575.13,1.84,-1173.75,1.52,809.75,7.27
2025/03/29,12:00:00,574.28,1.98,-1176.71,1.65,815.90,8.00
2025/03/30,12:00:00,575.03,2.05,-1180.32,1.71,810.06,8.20
2025/03/31,12:00:00,576.63,2.00,-1180.19,1.65,813.48,7.95
2025/04/01,12:00:00,630.71,6.66,-1356.13,6.93,678.83,25.96
2025/04/02,12:00:00,684.71,2.08,-1420.97,1.68,492.05,8.35
2025/04/03,12:00:00,685.98,1.98,-1416.67,1.68,515.61,7.81
2025/04/04,12:00:00,687.78,2.22,-1419.15,1.72,531.67,8.70
2025/04/05,12:00:00,688.58,2.52,-1417.57,1.89,529.27,9.54
2025/04/06,12:00:00,683.74,1.98,-1416.46,1.61,550.54,7.90
2025/04/07,12:00:00,689.00,2.17,-1413.39,1.79,556.07,8.69
2025/04/08,12:00:00,687.24,2.10,-1414.13,1.67,563.69,8.27
2025/04/09,12:00:00,692.27,2.13,-1415.77,1.66,572.59,8.20
2025/04/10,12:00:00,689.46,2.43,-1417.78,1.95,575.61,9.52
2025/04/11,12:00:00,690.08,2.05,-1417.50,1.69,578.81,8.13
2025/04/12,12:00:00,688.75,2.11,-1414.05,1.69,588.72,8.42
2025/04/13,12:00:00,689.34,1.91,-1413.98,1.58,594.49,7.49
2025/04/14,12:00:00,687.43,1.99,-1412.73,1.56,597.47,7.83
2025/04/15,12:00:00,689.69,2.05,-1414.10,1.71,604.37,8.22
2025/04/16,12:00:00,690.17,2.12,-1412.53,1.67,603.47,8.28
2025/04/18,12:00:00,690.42,2.11,-1412.77,1.70,612.14,8.70
2025/04/19,12:00:00,690.19,2.25,-1415.11,1.93,612.09,8.96
2025/04/20,12:00:00,689.39,1.97,-1415.99,1.64,615.86,8.03
